AHR	7	17304831	17352299
AHSA1	14	77001634	77005568
AHSG	3	187813543	187821802
AICDA	12	8646028	8656706
AIDA	1	220907977	220952702
AIF1L	9	132961732	132988360
AIFM1	X	129091018	129127489
AIFM2	10	71542035	71562696
AIFM3	22	19658801	19665649
AIG1	6	143423776	143703134
AIM2	1	157298898	157313271
AIP	11	67007096	67015150
AIPL1	17	6269362	6279243
AIRE	21	44534701	44542530
AJAP1	1	4614964	4743711
AK1	9	129668579	129679843
AK2	1	33251394	33275079
AK3	9	4701157	4732043
AK5	1	77520874	77798242
AK7	14	95928200	96024865
AKAP1	17	52528937	52553709
AKAP10	17	19753085	19821721
AKAP11	13	41744288	41795402
AKAP12	6	151704513	151719602
AKAP13	15	84021271	84093590
AKAP14	X	118913963	118938707
AKAP3	12	4594936	4624619
AKAP4	X	49842150	49852404
AKAP5	14	64004865	64006149
AKAP6	14	31868273	32372018
AKAP7	6	131613196	131646366
AKAP8	19	15332658	15345876
AKAP8L	19	15372220	15373414
AKAP9	7	91559238	91577925
AKIRIN1	1	39229503	39243566
AKIRIN2	6	88441692	88468645
AKNA	9	116177898	116200573
AKR1A1	1	45806240	45808308
AKR1B1	7	133777646	133794428
AKR1B10	7	133862938	133876700
AKR1C1	10	4995453	5010158
AKR1C2	10	5021964	5050207
AKR1C3	10	5126567	5139878
AKR1C4	10	5228797	5250912
AKR1D1	7	137427053	137453590
AKR7A2	1	19506819	19511227
AKR7A3	1	19481643	19487867
AKR7L	1	19465062	19473022
AKT1	14	104306731	104333125
AKT1S1	19	55064108	55072456
AKT2	19	45432244	45483105
AKT3	1	241733106	242073207
ALAD	9	115188412	115203439
ALAS1	3	52207155	52223383
ALAS2	X	55051743	55074222
ALB	4	74493918	74505834
ALCAM	3	106746135	106778434
ALDH16A1	19	54648324	54665658
ALDH18A1	10	97355675	97406557
ALDH1A1	9	74705406	74757789
ALDH1A2	15	56032918	56145198
ALDH1A3	15	99237531	99274353
ALDH1B1	9	38385745	38387299
ALDH1L1	3	127352632	127360172
ALDH1L2	12	103942331	104002366
ALDH2	12	110688728	110732167
ALDH3A1	17	19582227	19588673
ALDH3A2	17	19500049	19521500
ALDH3B1	11	67540166	67553319
ALDH3B2	11	67188275	67198678
ALDH4A1	1	19070512	19101659
ALDH5A1	6	24603175	24645414
ALDH6A1	14	73596624	73620949
ALDH7A1	5	125928104	125958981
ALDH8A1	6	135280220	135312937
ALDH9A1	1	163898072	163934524
ALDOA	16	29984544	29989236
ALDOB	9	103223478	103237926
ALDOC	17	23924259	23928078
ALG1	16	5061850	5075589
ALG10	12	34066482	34072503
ALG10B	12	36996835	37009795
ALG12	22	48682856	48698110
ALG13	X	110857497	110890483
ALG14	1	95220884	95311071
ALG2	9	101018527	101024067
ALG3	3	185444035	185450011
ALG5	13	36421966	36471477
ALG6	1	63609029	63675466
ALG8	11	77502579	77528347
ALG9	11	111213400	111247515
ALK	2	29269143	29997936
ALKBH1	14	77208501	77244109
ALKBH2	12	108014442	108015628
ALKBH3	11	43858972	43898389
ALKBH4	7	101883694	101892293
ALKBH5	17	18028794	18053992
ALKBH6	19	41193031	41196981
ALKBH7	19	6323443	6326040
ALKBH8	11	106880543	106941637
ALLC	2	3720085	3728135
ALMS1	2	73600409	73637989
ALOX12	17	6853531	6854779
ALOX12B	17	7916678	7931746
ALOX15	17	4480962	4491709
ALOX15B	17	7883082	7893176
ALOX5	10	45189634	45261569
ALOX5AP	13	30207668	30236556
ALOXE3	17	7939942	7962585
ALPI	2	233029145	233032986
ALPK1	4	113551519	113555722
ALPK2	18	54346963	54356436
ALPK3	15	83160914	83217712
ALPL	1	21750393	21777492
ALPP	2	232954192	232955843
ALS2	2	202332427	202353983
ALS2CL	3	46685682	46710175
ALS2CR12	2	201861391	201930346
ALX1	12	84198166	84219692
ALX3	1	110404519	110414845
ALX4	11	44242733	44288292
AMACR	5	34053719	34079074
AMBN	4	71492589	71507593
AMBP	9	115863524	115880573
AMBRA1	11	46374539	46572145
AMD1	6	111302679	111323606
AMDHD1	12	94861201	94886500
AMDHD2	16	2510427	2519733
AMELX	X	11221453	11228802
AMELY	Y	6796077	6800661
AMFR	16	54952864	55016945
AMH	19	2200112	2203072
AMHR2	12	52103907	52111579
AMIGO1	1	109851575	109853057
AMIGO2	12	45757483	45759052
AMIGO3	3	49729968	49732127
AMMECR1	X	109324069	109570114
AMMECR1L	2	128335675	128359966
AMN	14	102459011	102466932
AMN1	12	31717752	31773375
AMOT	X	111939777	111955012
AMOTL1	11	94141155	94249566
AMOTL2	3	135556879	135576096
AMPD1	1	115017244	115039699
AMPD2	1	109973471	109976200
AMPD3	11	10480843	10485702
AMPH	7	38397873	38435702
AMT	3	49429215	49435016
AMTN	4	71418886	71433048
AMY1A	1	103999824	104008696
AMY1B	1	104031562	104040596
AMY1C	1	104093962	104102834
AMY2A	1	103961521	103969923
AMY2B	1	103919585	103954615
AMZ1	7	2694361	2721595
AMZ2	17	63756935	63764900
ANAPC1	2	112346849	112358212
ANAPC11	17	77445603	77451655
ANAPC13	3	135679239	135687521
ANAPC2	9	139189056	139202878
ANAPC4	4	25023637	25029218
ANAPC5	12	120248538	120259578
ANAPC7	12	109297663	109325815
ANG	14	20231563	20232007
ANGEL1	14	76323338	76348983
ANGEL2	1	211246503	211253383
ANGPT1	8	108365409	108403532
ANGPT2	8	6352522	6408192
ANGPT4	20	801296	844960
ANGPTL1	1	177085292	177106838
ANGPTL2	9	128889448	128924865
ANGPTL3	1	62835774	62843768
ANGPTL4	19	8335010	8345257
ANGPTL5	11	101266614	101292463
ANGPTL6	19	10064012	10074425
ANGPTL7	1	11171984	11178625
ANK1	8	41629900	41873437
ANK2	4	114513889	114524345
ANK3	10	61568727	61637997
ANKAR	2	190300826	190319615
ANKDD1A	15	63001172	63038094
ANKDD1B	5	74943056	75002734
ANKFN1	17	51585834	51915006
ANKFY1	17	4044521	4114023
ANKH	5	14757908	14924887
ANKHD1	5	139907434	139909347
ANKIB1	7	91838726	91868634
ANKK1	11	112763722	112776350
ANKLE1	19	17253685	17259454
ANKLE2	12	131820588	131841792
ANKMY1	2	241140840	241148948
ANKMY2	7	16605936	16651923
ANKRA2	5	72889039	72897254
ANKRD1	10	92661836	92671012
ANKRD10	13	110349120	110352716
ANKRD11	16	87892783	88084470
ANKRD12	18	9206755	9248929
ANKRD13A	12	108951665	108961618
ANKRD13B	17	24963756	24965905
ANKRD13C	1	70591081	70592987
ANKRD13D	11	66824822	66826530
ANKRD16	10	5960057	5971352
ANKRD17	4	74159365	74343366
ANKRD18A	9	38585482	38610657
ANKRD18B	9	33538401	33545775
ANKRD2	10	99322245	99333631
ANKRD20A1	9	43079967	43123540
ANKRD20A2	9	42358298	42401859
ANKRD20A3	9	67516580	67560113
ANKRD20A4	9	68671800	68714929
ANKRD22	10	90569638	90601712
ANKRD23	2	96867378	96873485
ANKRD24	19	4149433	4169160
ANKRD26	10	27333050	27429433
ANKRD27	19	37820045	37857942
ANKRD28	3	15763690	15773102
ANKRD29	18	19433975	19496847
ANKRD30A	10	37454790	37561501
ANKRD30B	18	14738238	14841790
ANKRD31	5	74478817	74568459
ANKRD33	12	50568062	50571706
ANKRD34A	1	144184685	144186176
ANKRD34B	5	79890049	79891594
ANKRD35	1	144260565	144279883
ANKRD36	2	97192702	97229826
ANKRD36B	2	97534183	97572761
ANKRD37	4	186554833	186558384
ANKRD39	2	96877450	96887483
ANKRD40	17	46127681	46140262
ANKRD42	11	82582938	82644690
ANKRD44	2	197706939	197883740
ANKRD45	1	171893406	171905624
ANKRD46	8	101602175	101641188
ANKRD49	11	93870136	93872392
ANKRD50	4	125804915	125853337
ANKRD52	12	54934117	54937198
ANKRD53	2	71059082	71066137
ANKRD54	22	36556807	36570249
ANKRD55	5	55431263	55564943
ANKRD6	6	90387653	90400124
ANKRD7	7	117651952	117669981
ANKRD9	14	102043025	102043979
ANKS1A	6	35048356	35057741
ANKS1B	12	98164183	98902563
ANKS3	16	4689755	4724221
ANKS4B	16	21152516	21171251
ANKS6	9	100534115	100592709
ANKZF1	2	219803590	219808278
ANLN	7	36395956	36459925
ANO1	11	69609207	69713003
ANO10	3	43382821	43638564
ANO2	12	5542080	5925659
ANO3	11	26310253	26641412
ANO4	12	99965896	100046539
ANO5	11	22171297	22257975
ANO6	12	43896169	44112399
ANO7	2	241776596	241813464
ANO8	19	17295033	17306638
ANO9	11	407929	432011
ANP32A	15	66859258	66900277
ANP32B	9	99785309	99818045
ANP32D	12	47152714	47153110
ANP32E	1	148457478	148475084
ANPEP	15	88129129	88159076
ANTXR1	2	69093992	69329806
ANTXR2	4	81117714	81213264
ANTXRL	10	47128239	47171452
ANXA1	9	74962389	74975127
ANXA10	4	169322909	169345468
ANXA11	10	81904859	81955413
ANXA13	8	124762214	124818828
ANXA2	15	58434918	58477477
ANXA3	4	79691765	79750629
ANXA4	2	69822630	69907100
ANXA5	4	122808601	122837597
ANXA6	5	150460460	150517560
ANXA7	10	74809794	74843847
ANXA8	10	47875230	47891374
ANXA8L1	10	46577989	46594128
ANXA9	1	149221122	149234738
AOAH	7	36519132	36730678
AOC2	17	38250134	38256251
AOC3	17	38256726	38263666
AOX1	2	201182210	201244462
AP1B1	22	28053670	28058310
AP1G1	16	70320405	70400477
AP1G2	14	23104031	23107119
AP1M1	19	16169730	16207151
AP1M2	19	10544346	10558991
AP1S1	7	100584405	100591277
AP1S2	X	15753849	15783021
AP1S3	2	224338138	224410563
AP2A1	19	55000521	55002181
AP2A2	11	981999	983985
AP2B1	17	30938685	31077549
AP2M1	3	185377432	185384573
AP2S1	19	52033262	52046043
AP3B1	5	77333905	77626284
AP3B2	15	81129033	81129061
AP3D1	19	2051992	2102556
AP3M1	10	75550020	75580832
AP3M2	8	42131290	42143037
AP3S1	5	115205517	115277677
AP3S2	15	88174834	88257226
AP4B1	1	114239204	114241287
AP4E1	15	49076814	49085389
AP4M1	7	99537619	99542739
AP4S1	14	30564433	30632389
APAF1	12	97589443	97653342
APBA1	9	71235021	71477042
APBA2	15	27150152	27182254
APBA3	19	3701770	3712673
APBB1	11	6379887	6383465
APBB1IP	10	26767271	26896738
APBB2	4	40510995	40911245
APBB3	5	139923062	139924373
APC	5	112190703	112193534
APC2	19	1402287	1424243
APCDD1	18	10444624	10478698
APCDD1L	20	56467831	56523355
APCS	1	157824239	157825285
APEH	3	49686438	49695938
APEX1	14	19993260	19995766
APEX2	X	55043504	55050937
APH1A	1	148504422	148508156
APH1B	15	61356932	61385166
APIP	11	34860418	34894515
APLF	2	68548245	68660798
APLN	X	128607005	128616595
APLNR	11	56757642	56761489
APLP1	19	41051240	41062539
APLP2	11	129514674	129519512
APOA1	11	116211678	116213548
APOA2	1	159458706	159460042
APOA4	11	116196627	116199221
APOA5	11	116165929	116168346
APOB	2	21077805	21120450
APOBEC1	12	7693262	7709769
APOBEC2	6	41128990	41140233
APOBEC3A	22	37683568	37689134
APOBEC3B	22	37708350	37718729
APOBEC3C	22	37740210	37744771
APOBEC3D	22	37747063	37759202
APOBEC3F	22	37766618	37781921
APOBEC3G	22	37805612	37813694
APOBEC3H	22	37827868	37830016
APOBEC4	1	181883435	181884539
APOC1	19	50111273	50114446
APOC3	11	116205833	116208997
APOC4	19	50141082	50144658
APOD	3	196776864	196792278
APOE	19	50100878	50104490
APOF	12	55040621	55042850
APOH	17	61638608	61656018
APOL1	22	34979069	34993523
APOL2	22	34952200	34965946
APOL3	22	34867193	34867802
APOL4	22	34923447	34930825
APOL5	22	34443864	34455475
APOLD1	12	12829807	12835666
APOO	X	23761406	23835955
APOOL	X	84145560	84231630
APP	21	26316026	26434649
APPBP2	17	55875301	55958362
APPL2	12	104095045	104151058
APRT	16	87403377	87405843
APTX	9	32974628	32991626
AQP1	7	30927629	30931656
AQP10	1	152560215	152564425
AQP11	11	76978327	76998341
AQP12A	2	241279934	241286573
AQP12B	2	241264507	241270996
AQP2	12	48635835	48638423
AQP3	9	33431159	33437590
AQP4	18	22686004	22699714
AQP5	12	48641545	48645728
AQP6	12	48652530	48657189
AQP7	9	33374950	33392517
AQP8	16	25135785	25147754
AQP9	15	56217699	56265402
AQR	15	32935843	33049287
AR	X	66705407	66860844
ARAF	X	47309585	47313376
ARAP1	11	72086603	72092067
ARAP2	4	35838128	35921879
ARAP3	5	141031852	141040593
ARC	8	143691443	143692634
ARCN1	11	117948320	117978940
AREG	4	75529716	75709509
ARF1	1	226351379	226353536
ARF3	12	47616258	47637519
ARF4	3	57532129	57558255
ARF5	7	127015752	127018988
ARF6	14	49430204	49430732
ARFGAP2	11	47152533	47154995
ARFGAP3	22	41543091	41583244
ARFGEF1	8	68272462	68276594
ARFGEF2	20	46971681	47086637
ARFIP1	4	153920561	154052513
ARFIP2	11	6456945	6459171
ARFRP1	20	61801274	61808888
ARG1	6	131936057	131947161
ARG2	14	67156331	67188189
ARGFX	3	122769467	122792159
ARGLU1	13	106007396	106012393
ARHGAP1	11	46673208	46678696
ARHGAP10	4	149163847	149213377
ARHGAP11A	15	30694982	30719160
ARHGAP11B	15	28706170	28765101
ARHGAP12	10	32168238	32257776
ARHGAP15	2	143909632	144242391
ARHGAP17	16	24873424	24934176
ARHGAP18	6	129970730	130224385
ARHGAP19	10	98971919	99042403
ARHGAP20	11	109952976	109965619
ARHGAP21	10	24957948	25051214
ARHGAP22	10	49324084	49534316
ARHGAP23	17	33876677	33919898
ARHGAP24	4	87070449	87142847
ARHGAP25	2	68887866	68907461
ARHGAP26	5	142414196	142588435
ARHGAP27	17	40827057	40858780
ARHGAP28	18	6840789	6888720
ARHGAP29	1	94440043	94475895
ARHGAP30	1	159285402	159306384
ARHGAP4	X	152826024	152844892
ARHGAP5	14	31616245	31698685
ARHGAP6	X	11071437	11593742
ARHGAP9	12	56154091	56168864
ARHGDIA	17	77420153	77422527
ARHGDIB	12	14986216	15005829
ARHGDIG	16	270606	273369
ARHGEF1	19	47098764	47103444
ARHGEF10	8	1818207	1894214
ARHGEF10L	1	17893128	17896957
ARHGEF11	1	155184734	155192980
ARHGEF12	11	119761236	119865855
ARHGEF15	17	8154884	8166554
ARHGEF16	1	3378030	3380881
ARHGEF17	11	72697316	72757784
ARHGEF18	19	7417928	7443363
ARHGEF19	1	16397185	16411691
ARHGEF2	1	154183268	154226488
ARHGEF3	3	56740660	56811035
ARHGEF4	2	131513571	131521306
ARHGEF5	7	143695127	143708658
ARHGEF6	X	135575376	135691169
ARHGEF7	13	110732541	110745543
ARHGEF9	X	62780584	62922138
ARID1A	1	26973406	26981188
ARID1B	6	157511449	157549436
ARID2	12	44530085	44588086
ARID3A	19	877036	923803
ARID3B	15	72670544	72672646
ARID3C	9	34611454	34618011
ARID4A	14	57867851	57901771
ARID4B	1	233458248	233558155
ARID5A	2	96566190	96582098
ARID5B	10	63478975	63515665
ARIH1	15	70553720	70665950
ARIH2	3	48939898	48997975
ARL1	12	100312592	100325703
ARL10	5	175725107	175733109
ARL11	13	49102584	49103175
ARL13A	X	100111355	100132476
ARL13B	3	95181671	95256813
ARL14	3	161877640	161878929
ARL15	5	53216370	53642160
ARL16	17	77258628	77261359
ARL2	11	64538161	64546232
ARL2BP	16	55836538	55845046
ARL3	10	104423477	104464180
ARL4A	7	12694404	12695007
ARL4C	2	235066426	235069973
ARL4D	17	38832626	38833232
ARL5A	2	152365725	152393255
ARL5B	10	18988318	19006946
ARL5C	17	34573331	34576844
ARL6	3	98966284	99002641
ARL6IP1	16	18710491	18720358
ARL6IP4	12	122031628	122033413
ARL6IP5	3	69216779	69237929
ARL6IP6	2	153284794	153325669
ARL8A	1	200368599	200380489
ARL8B	3	5138929	5197601
ARL9	4	57066131	57084815
ARMC1	8	66677627	66708986
